location,label,lat,lng
2932 University Drive,Ennedi-Est,16.3420496,23.0011989
Afghanistan,Australia,-28.0167,153.4
Alder St,Soroca District,48.1549743,38.2870783
Amsterdam,Laghouat,33.8078341,2.8628294
Atlanta,Sarangani,5.9267175,124.994751
Boston,Souss-Massa,20.2750611,-8.1338558
Bowling Green,Metlika Municipality,45.6480715,15.3177838
Bremerhaven,Kotayk Region,40.5410214,58.7690148
Bronx,Sindh,25.8943018,68.5247149
Buenos Aires,San JosÃ© Department,37.3492968,-121.9056049
Cairo,Veles Municipality,36.7274426,21.7137694
California,ZajeÄar District,43.9015048,22.2738011
Camp George West Military Reservation,Kamchatka Krai,61.4343981,166.7884131
Canada,La Union,38.8766878,-77.1280912
Capitol Ave.,Ayacucho,-13.1638737,-74.2235641
Charlottesville,Morocco,31.7917,-7.0926
Chicago,Kidal Region,18.7986832,1.8318334
City Park,Zou Department,7.3469268,2.0665197
Coal Mine Road,Province of Lecco,45.9382941,9.385729
Colfax Avenue,KÄ±rÅŸehir,39.2268905,33.9750018
Colorado,Lori Region,60.9698452,44.4900138
Columbus,Roraima,2.7375971,-62.0750998
Cuba,City of York,53.9599651,-1.0872979
Culver City,Oudomxay Province,20.4921929,101.8891721
Denver,Western Cape,-33.2277918,21.8568586
Detroit,Podlaskie Voivodeship,53.0697159,22.9674639
Dulles Airport,Wiltshire,51.3491996,-1.9927105
Egypt,Netrokona District,34.8103284,90.8656415
El Paso,Sucre,8.813977,-74.723283
El Segundo,Southern Nations,6.5156911,36.954107
Europe,South Hamgyong Province,40.3725339,128.298884
Floyd Ave.,Nevis,17.1553558,-62.5796026
France,Kosrae State,5.3095618,162.9814877
Georgia,Southampton Parish,32.2540095,-64.8259058
Germany,Andalusia,37.5442706,-4.7277528
Green Bay,Sud-ComoÃ©,5.552793,-3.2583626
Greenlawn Ave.,Ternopil Oblast,49.553517,25.594767
Guantanamo,Aveiro,44.7209023,-8.5721016
Haarlem,Martuni,45.7914693,47.1100814
Hamburg,Samdrup Jongkhar District,26.8035682,91.5039207
Hezboliah,Nigeria,9.081999,8.675277
Houston,Iringa,-7.7887442,35.5657862
Howell St.,Maldives,3.202778,73.22068
Hubbard St.,LushnjÃ« District,40.941983,19.6996428
Hudspeth County,Tashkent Region,41.2213234,69.8597406
Illinois,Hordaland,60.2733674,5.7220194
Imperial Highway,Xiangkhouang Province,24.6093003,107.7289167
Kandahar,Mid-Western Region,38.4111841,-90.3832098
Kentucky,Cerklje na Gorenjskem Municipality,46.2517054,1
Keswick,Karonga District,-19.9036365,33.9750018
Laurel Avenue,Campeche,19.8301251,-90.5349087
LAX,Barbuda,17.6266242,-61.7713028
Lee Highway,Saramacca District,5.7240813,-55.6689636
Little York Rd.,Jhalokati District,22.57208,90.1869644
London,Masally District,39.0340722,48.6589354
Los Angeles,Municipality of Ilirska Bistrica,45.5791323,14.2809729
Lublin,Kanungu District,-0.8195253,29.742604
Manhattan,Buyende District,1.2413682,33.1239049
Marshall Avenue,Ifrane,33.5228062,-5.1109552
McNary,Nyamira,-0.5669405,34.9341234
McRae Blvd,Daugavpils Municipality,55.8991783,26.6102012
Merrifield,Monaragala District,6.8727781,81.3506832
Miami,London Borough of Haringey,51.5906113,-0.1109709
Michigan,Perm Krai,58.8231929,56.5872481
Minneapolis,Obock Region,12.3895691,43.0194897
Minnesota,Madhya Pradesh,22.9734229,78.6568942
Myrtle Ave,Kayanza Province,-3.0077981,29.6499162
New Jersey,Finland Proper,60.3627914,22.4439369
New Orleans,ÄŒrna na KoroÅ¡kem Municipality,46.4704529,14.8499998
New York,Lwengo District,-0.4165288,31.3998995
New York City,Tovuz District,40.9954523,45.6165907
North Bergen,NaukÅ¡Ä“ni Municipality,57.9295361,25.5119266
O'Hare,KiÄevo Municipality,41.5129112,20.9525065
Paddington,JÃ¶nkÃ¶ping County,57.3708434,14.3439174
Paris,Pemba South,-5.3146961,39.7549511
Poland,Moscow Oblast,55.340396,38.2917651
Queens,Debrecen,47.5316049,21.6273124
Rhinelander Platz.,Misrata District,32.3255884,15.0992556
Richmond,ColÃ³n Department,15.6425965,-85.520024
Rio Grande,Saint Thomas Middle Island Parish,17.3348813,-62.8088251
Rue St. Sebastien,Palmyra Atoll,5.8885026,-162.0786656
San Gabriel,SÃ©no Province,14.0072234,-0.0746767
Seattle,Bujumbura Rural Province,-3.5090144,29.464359
Sheldon St.,SzekszÃ¡rd,46.3474326,18.7062293
Springfield,Busia District,0.4044731,34.0195827
Springfield Mall,Uttarakhand,30.066753,79.0192997
Springfield VA,Madrid,40.4167515,-3.7038322
St. Mary 's Terrace,Phrae,18.1445774,100.1402831
St. Mary's Road,Province of Biella,45.5628176,8.0582717
Sudan,Sihanoukville Province,10.7581899,103.8216261
Texas,Republic of Khakassia,53.0452281,90.3982145
The Netherlands,ViÄ¼aka Municipality,57.1722263,27.6673188
Trenton,KidriÄevo Municipality,46.3957572,15.7925906
Trenton Avenue,Chinandega,12.8820062,-87.1422895
