location,label,lat,lng
2932 University Drive,Slovakia,48.669,19.699
Afghanistan,Bhutan,27.5142,90.4336
Alder St,Heard Island and McDonald Islands,-53.08181,73.504158
Amsterdam,Croatia,45.1,15.2
Atlanta,Somalia,5.152149,46.199616
Boston,Minnesota,46.729553,-94.6859
Bowling Green,Afghanistan,33,65
Bremerhaven,Volgograd,48.7086,44.5147
Bronx,Angola,-11.202692,17.873887
Buenos Aires,Yuzhno-Sakhalinsk,46.95,142.7333
Cairo,Poland,51.919438,19.145136
California,Sri Lanka,7,81
Camp George West Military Reservation,Morocco,31.791702,-7.09262
Canada,Micronesia,7.425554,150.550812
Capitol Ave.,Isle of Man,54.236107,-4.548056
Charlottesville,United Arab Emirates,24,54
Chicago,Australia,-31.9505,115.8605
City Park,Kaluga,54.5333,36.2667
Coal Mine Road,Gabon,-0.803689,11.609444
Colfax Avenue,Nigeria,9.081999,8.675277
Colorado,Seychelles,-4.679574,55.491977
Columbus,California,36.778261,-119.417932
Cuba,Omsk,54.9667,73.3833
Culver City,Lesotho,-29.609988,28.233608
Denver,Togo,8.619543,0.824782
Detroit,Congo [DRC],-4.038333,21.758664
Dulles Airport,Alaska,63.588753,-154.493062
Egypt,Egypt,26,30
El Paso,Smolensk,64.7828,32.0453
El Segundo,Mozambique,-18.665695,35.529562
Europe,Murmansk,68.9667,33.0833
Floyd Ave.,Canada,52.9399,-73.5491
France,Bangladesh,20.685,90.3563
Georgia,Guam,13.444304,144.793731
Germany,Senegal,14.497401,-14.452362
Green Bay,Maykop,44.6,40.0833
Greenlawn Ave.,Florida,27.664827,-81.515754
Guantanamo,Spain,40,-4
Haarlem,Mauritius,-20.348404,57.552152
Hamburg,Belarus,53.7098,27.9534
Hezboliah,Antigua and Barbuda,17.060816,-61.796428
Houston,Vatican City,41.902916,12.453389
Howell St.,Indiana,40.551217,-85.602364
Hubbard St.,Jamaica,18.109581,-77.297508
Hudspeth County,Vietnam,14.058324,108.277199
Illinois,Macedonia,41.608635,21.745275
Imperial Highway,Niger,17.607789,8.081666
Kandahar,Rwanda,-1.940278,29.873888
Kentucky,Jordan,31.24,36.51
Keswick,Georgia,42.3154,43.3569
Laurel Avenue,Côte d'Ivoire,7.539989,-5.54708
LAX,Algeria,28.033886,1.659626
Lee Highway,Saint Vincent and the Grenadines,12.984305,-61.287228
Little York Rd.,Georgia,32.157435,-82.907123
London,Tambov,52.7167,41.4333
Los Angeles,Iceland,64.963051,-19.020835
Lublin,Tonga,-21.178986,-175.198242
Manhattan,Costa Rica,9.748917,-83.753428
Marshall Avenue,Jordan,31.24,36.51
McNary,Burkina Faso,12.238333,-1.561593
McRae Blvd,Anadyr,64.7333,177.5167
Merrifield,Saint Petersburg,59.95,30.3167
Miami,Israel,31.046051,34.851612
Michigan,Sweden,60.128161,18.643501
Minneapolis,Gaza Strip,31.354676,34.308825
Minnesota,Moldova,47.411631,28.369885
Myrtle Ave,Lipetsk,52.6167,39.6
New Jersey,Slovakia,48.669026,19.699024
New Orleans,Chad,15.454166,18.732207
New York,Japan,36.204824,138.252924
New York City,Pitcairn Islands,-24.703615,-127.439308
North Bergen,Cambodia,12.565679,104.990963
O'Hare,Greece,39.0742,21.8243
Paddington,Greece,39.074208,21.824312
Paris,Russia,61.52401,105.318756
Poland,Aruba,12.52111,-69.968338
Queens,Dominica,15.414999,-61.370976
Rhinelander Platz.,Guinea,9.945587,-9.696645
Richmond,Maldives,3.202778,73.22068
Rio Grande,Khabarovsk,48.4833,135.0667
Rue St. Sebastien,Northern Mariana Islands,17.33083,145.38469
San Gabriel,Philippines,12.879721,121.774017
Seattle,Syktyvkar,61.6667,50.8167
Sheldon St.,South Georgia and the South Sandwich Islands,-54.429579,-36.587909
Springfield,Poland,51.9194,19.1451
Springfield Mall,Luxembourg,49.815273,6.129583
Springfield VA,Cyprus,35.126413,33.429859
St. Mary 's Terrace,Bouvet Island,-54.423199,3.413194
St. Mary's Road,Andorra,42.5063,1.5218
Sudan,Fiji,-16.578193,179.414413
Texas,Alabama,32.318231,-86.902298
The Netherlands,Australia,-25.274398,133.775136
Trenton,Switzerland,46.818188,8.227512
Trenton Avenue,Bosnia and Herzegovina,43.915886,17.679076
United Arab Emirates,Yekaterinburg,56.8356,60.6128
University Drive,Central African Republic,6.611111,20.939444
US,South Africa,-30.5595,22.9375
Van Dyke Avenue,Australia,-12.4634,130.8456
Virginia,Swaziland,-26.522503,31.465866
Wash. DC,Peru,-9.189967,-75.015152
Washington,Spain,40.463667,-3.74922
Washington DC,Grenada,12.262776,-61.604171
Webster Ave.,Bulgaria,42.733883,25.48583
Wisconsin,Western Sahara,24.215527,-12.885834
Myrtle Ave,Chelyabinsk,55.15,61.4
New Jersey,Morocco,31.7917,-7.0926
New Orleans,Saratov,51.5333,46
New York,Zambia,-13.133897,27.849332
New York City,Switzerland,46.8182,8.2275
North Bergen,Rostov,47.2333,39.7167
O'Hare,Washington,47.751074,-120.740139
Paddington,France,46.227638,2.213749
Paris,Antarctica,-75.250973,-0.071389
Poland,Stavropol,45.05,41.9833
Queens,Arkhangelsk,64.55,40.5333
Rhinelander Platz.,Kazakhstan,48.019573,66.923684
Richmond,Japan,36,138
Rio Grande,Canada,52.9399,-73.5491
Rue St. Sebastien,Cherkessk,44.2222,42.0575
San Gabriel,Wyoming,43.075968,-107.290284
Seattle,Laos,19.85627,102.495496
Sheldon St.,Maryland,39.045755,-76.641271
Springfield,Myanmar [Burma],21.913965,95.956223
Springfield Mall,Malta,35.937496,14.375416
Springfield VA,Vladivostok,43.1167,131.9
St. Mary 's Terrace,Macau,22.198745,113.543873
St. Mary's Road,Zimbabwe,-19.015438,29.154857
Sudan,Tula,54.2,37.6167
Texas,Eritrea,15.179384,39.782334
The Netherlands,Canada,56.130366,-106.346771
Trenton,Mali,17.570692,-3.996166
Trenton Avenue,Australia,-28.0167,153.4
United Arab Emirates,Alaska,63.588753,-154.493062
University Drive,Andorra,42.546245,1.601554
US,Uzbekistan,41.377491,64.585262
Van Dyke Avenue,Dominican Republic,18.7357,-70.1627
Virginia,Bangladesh,23.684994,90.356331
Wash. DC,Yemen,15.552727,48.516388
Washington,Gambia,13.443182,-15.310139
Washington DC,Martinique,14.6415,-61.0242
Webster Ave.,Oman,21.512583,55.923255
Wisconsin,Maine,45.253783,-69.445469
2932 University Drive,Israel,31,35
Afghanistan,Ghana,7.946527,-1.023194
Alder St,Belgium,50.503887,4.469936
