location,label,lat,lng
2932 University Drive,Imo,5.5720122,7.0588219
Afghanistan,Liguria,44.3167917,8.3964938
Alder St,Gaza Strip,31.354676,34.308825
Amsterdam,ÄŒaÅ¡ka Municipality,41.647438,21.6914115
Atlanta,Zarinsk,53.7,84.9167
Boston,Surigao del Sur,8.5404906,126.1144758
Bowling Green,Spain,40,-4
Bremerhaven,Belgorod,50.6,36.6
Bronx,Maryland,39.045755,-76.641271
Buenos Aires,Serbia,48.0165,21.0059
Cairo,France,46.227638,2.213749
California,South Africa,-30.559482,22.937506
Camp George West Military Reservation,Switzerland,46.8182,12.2275
Canada,El Salvador,13.794185,-88.89653
Capitol Ave.,Singapore,1.2833,103.8333
Charlottesville,Cheboksary,56.1333,47.25
Chicago,South Carolina,33.836081,-81.163725
City Park,Murmansk,68.9667,33.0833
Coal Mine Road,Vologda,59.2167,39.9
Colfax Avenue,Mexico,23.634501,-102.552784
Colorado,Oklahoma,35.007752,-97.092877
Columbus,Malta,35.937496,14.375416
Cuba,Arkadak,51.9333,43.5
Culver City,Heard Island and McDonald Islands,-53.08181,73.504158
Denver,Belgium,50.8333,4
Detroit,Laos,19.85627,102.495496
Dulles Airport,Illinois,40.633125,-89.398528
Egypt,Iceland,64.9631,-19.0208
El Paso,South Korea,35.907757,127.766922
El Segundo,Armenia,40.0691,45.0382
Europe,Mauritania,21.00789,-10.940835
Floyd Ave.,Indonesia,-0.789275,113.921327
France,Vladimir,56.1286,40.4058
Georgia,Fiji,-16.578193,179.414413
Germany,Latvia,56.879635,24.603189
Green Bay,Arkhangelsk,64.55,40.5333
Greenlawn Ave.,Washington,47.751074,-120.740139
Guantanamo,Dominican Republic,18.735693,-70.162651
Haarlem,Yekaterinburg,56.8356,60.6128
Hamburg,Ufa,54.7333,55.9667
Hezboliah,Kiribati,-3.370417,-168.734039
Houston,Djibouti,11.825138,42.590275
Howell St.,Saint Helena,-24.143474,-10.030696
Hubbard St.,Mali,17.570692,-3.996166
Hudspeth County,Ecuador,-1.831239,-78.183406
Illinois,Peru,-9.189967,-75.015152
Imperial Highway,Cocos [Keeling] Islands,-12.164165,96.870956
Kandahar,Puerto Rico,18.220833,-63.590149
Kentucky,Netherlands Antilles,12.226079,-69.060087
Keswick,Germany,51.165691,10.451526
Laurel Avenue,Monaco,43.7333,7.4167
LAX,Libero consorzio comunale di Agrigento,37.3105202,13.5857978
Lee Highway,Tarlac,15.4754786,120.5963492
Little York Rd.,Yaracuy,10.339389,-68.8108849
London,Ranong,9.9528702,98.6084641
Los Angeles,County Longford,53.7274982,-7.7931527
Lublin,Kyshtym,55.7139,60.5528
Manhattan,Krasnodar,45.0333,38.9833
Marshall Avenue,Bavaria,48.7904472,11.4978895
McNary,Dominican Republic,18.735693,-70.162651
McRae Blvd,Kikino,53.1366,43.7701
Merrifield,Satun,6.6238158,100.0673744
Miami,Kudinovo,54.9893,36.2489
Michigan,Kuli,42.0183,47.2433
Minneapolis,Kozmodemyansk,56.3419,46.5636
Minnesota,Kirishi,59.45,32.0167
Myrtle Ave,Sveta Trojica v Slovenskih Goricah Municipality,46.5680809,15.8823064
New Jersey,Kyegegwa District,0.4818193,31.0550093
New Orleans,Olancho Department,14.8067406,-85.7666645
New York,Metropolitan City of Palermo,38.11569,13.3614868
New York City,LaÃ¢youne-Sakia El Hamra (EH-partial),27.8683194,-11.9804613
North Bergen,Staromelovaya,50.2789,40.8611
O'Hare,Turka,52.9511,108.22
Paddington,Otrado-Olâ€™ginskoye,45.306,40.9397
Paris,Beirut Governorate,33.8886106,35.4954772
Poland,Kislovodsk,43.91,42.72
Queens,Yuzhno-Sakhalinsk,46.95,142.7333
Rhinelander Platz.,Moravica District,43.84147,20.2904987
Richmond,Peschanokopskoye,46.1961,41.0775
Rio Grande,Pesaro and Urbino Province,43.6130118,12.7135121
Rue St. Sebastien,Savinka,50.0785,47.0994
San Gabriel,Pazardzhik Province,42.1927567,24.3336226
Seattle,Strakonice,49.2604043,13.9103085
Sheldon St.,Mayaguana District,22.4017714,-73.0641396
Springfield,Uspenskoye,44.8311,41.3927
Springfield Mall,TrÅ¾iÄ Municipality,46.3593514,14.3006623
Springfield VA,Libya,26.3351,17.228331
St. Mary 's Terrace,Cabo Delgado Province,-12.3335474,39.3206241
St. Mary's Road,PÄvilosta Municipality,56.8865424,21.1946849
Sudan,Naama,33.2667317,-0.3128659
Texas,Kaspiyskiy,45.3833,47.3667
The Netherlands,Klyuchi,57.0175,57.418
Trenton,Mohale's Hoek District,-30.1425917,27.4673845
Trenton Avenue,Yekaterinburg,56.8356,60.6128
United Arab Emirates,Antonovka,63.2867,118.402
University Drive,Meshchovsk,54.3167,35.2833
US,Nanumea,-5.6881617,176.1370148
Van Dyke Avenue,Skikda,36.6721198,6.8350999
Virginia,Northern Mindanao,8.0201635,124.6856509
Wash. DC,South East Community Development Council,39.286307,-76.5691237
Washington,Kyzylorda Region,44.6922613,62.6571885
Washington DC,Bratsk,56.1667,101.6167
Webster Ave.,BafatÃ¡,12.1735243,-14.652952
Wisconsin,Nizhniy Torey,50.5342,104.8278
2932 University Drive,KÄrsava Municipality,56.7645842,27.7358295
Afghanistan,Podporozhye,60.9167,34.1667
Alder St,Lyubim,58.35,40.7
Amsterdam,Bolâ€™shaya Urya,56.0267,95.4819
Atlanta,Volsk,52.05,47.3833
Boston,Flacq District,-20.2257836,57.7119274
Bowling Green,Novoaleksandrovsk,45.4933,41.2183
Bremerhaven,La Romana Province,18.4310271,-68.9837373
Bronx,QuindÃ­o,4.4610191,-75.667356
Buenos Aires,Entre RÃ­os,-31.7746654,-60.4956461
Cairo,Arkadak,51.9333,43.5
California,Nadym,65.5333,72.5167
Camp George West Military Reservation,ThÃ¡i NguyÃªn,21.5671559,105.8252038
Canada,Gornja Radgona Municipality,46.6767099,15.9910847
Capitol Ave.,Normandie,48.8798704,0.1712529
Charlottesville,Toybokhoy,62.1828,116.7642
Chicago,Grand Gedeh County,5.9222078,-8.2212979
City Park,MÄlpils Municipality,57.0084119,24.9574278
Coal Mine Road,Maha Sarakham,16.0132015,103.1615169
Colfax Avenue,Gremyachinsk,58.5667,57.8333
Colorado,Vermont,44.558803,-72.577841
Columbus,Aleksandrov,56.3936,38.715
Cuba,Pallasovka,50.05,46.8833
Culver City,Manatuto District,-8.5155608,126.0159255
Denver,Salavat,53.3667,55.9333
Detroit,Causeway Coast and Glens,55.043183,-6.6741288
Dulles Airport,Gaza Province,-23.0221928,32.7181375
Egypt,Poddorye,57.4667,31.1167
El Paso,Chkalovskoye,44.8375,133.0417
El Segundo,West,37.0364989,-95.6705987
Europe,Khodz,44.5103,40.7142
Floyd Ave.,Artemisa Province,22.7522903,-82.9931607
France,Ruggell,47.2529222,9.5402127
Georgia,Tacna,-18.0065679,-70.2462741
Germany,Aksay,47.2667,39.8667
Green Bay,KolonjÃ« District,40.3373262,20.6794676
Greenlawn Ave.,Ansalta,42.7,46.1
Guantanamo,Rivera Department,-31.4817421,-55.2435759
Haarlem,"Newry, Mourne and Down",54.2434287,-5.9577959
Hamburg,AgalÃ©ga,-10.4,56.6166667
Hezboliah,Sud,29.9213248,-90.0973772
Houston,Krabi,8.0862997,98.9062835
Howell St.,BÃ¡cs-Kiskun County,46.5661437,19.4272464
Lublin,Mila,36.3647957,6.1526985
Manhattan,Gubakha,58.8667,57.5833
Hezboliah,Aileu municipality,-8.7043994,125.6095474
