location,label,lat,lng
2932 University Drive,Saint George Parish,42.957609,-81.326705
Afghanistan,Tocantins,-10.17528,-48.2982474
Alder St,Lomaiviti,-17.709,179.091
Amsterdam,Perm Krai,58.8231929,56.5872481
Atlanta,Yevlakh,40.6196638,47.1500324
Boston,Bono East,7.75,-1.05
Bowling Green,Alabama,32.318231,-86.902298
Bremerhaven,Australia,-25.274398,133.775136
Bronx,Switzerland,46.818188,8.227512
Buenos Aires,Bosnia and Herzegovina,43.915886,17.679076
Cairo,Ayacucho,-13.1638737,-74.2235641
California,Al Muthanna Governorate,29.9133171,45.2993862
Camp George West Military Reservation,Myanmar [Burma],21.913965,95.956223
Canada,Malta,35.937496,14.375416
Capitol Ave.,Vladivostok,43.1167,131.9
Charlottesville,Macau,22.198745,113.543873
Chicago,Zimbabwe,-19.015438,29.154857
City Park,Tula,54.2,37.6167
Coal Mine Road,Eritrea,15.179384,39.782334
Colfax Avenue,Canada,56.130366,-106.346771
Colorado,Mali,17.570692,-3.996166
Columbus,Australia,-28.0167,153.4
Cuba,Alaska,63.588753,-154.493062
Culver City,Andorra,42.546245,1.601554
Denver,Uzbekistan,41.377491,64.585262
Detroit,Dominican Republic,18.7357,-70.1627
Dulles Airport,Bangladesh,23.684994,90.356331
Egypt,Yemen,15.552727,48.516388
El Paso,Gambia,13.443182,-15.310139
El Segundo,Martinique,14.6415,-61.0242
Europe,Oman,21.512583,55.923255
Floyd Ave.,Maine,45.253783,-69.445469
France,Laguna,33.5427189,-117.7853568
Georgia,Antrim,54.7195338,-6.2072498
Germany,Belgium,50.503887,4.469936
Green Bay,Jersey,49.214439,-2.13125
Greenlawn Ave.,Roraima,2.7375971,-62.0750998
Guantanamo,Oregon,43.804133,-120.554201
Haarlem,West Coast Region,62.4113634,-149.0729714
Hamburg,Novosibirsk,55.0333,82.9167
Hezboliah,Kansas,39.011902,-98.484246
Houston,Rhode Island,41.580095,-71.477429
Howell St.,Sri Lanka,7.873054,80.771797
Hubbard St.,Khanty-Mansiysk,61,69
Hudspeth County,Somalia,5.152149,46.199616
Illinois,Satupa'itea,-13.6538214,-172.6159271
Imperial Highway,Urozgan,32.9271287,66.1415263
Kandahar,Riyadh,22.7554385,46.2091547
Kentucky,Greece,39.074208,21.824312
Keswick,Lau,31.6687015,-106.3955763
