location,label,lat,lng
2932 University Drive,Florida,27.664827,-81.515754
Afghanistan,Czech Republic,49.817492,15.472962
Alder St,Papua New Guinea,-6.314993,143.95555
Amsterdam,Uganda,1.373333,32.290275
Atlanta,Rhode Island,41.580095,-71.477429
Boston,Gaza Strip,31.354676,34.308825
Bowling Green,Romania,45.943161,24.96676
Bremerhaven,Libya,26.3351,17.228331
Bronx,Chita,52.0333,113.5
Buenos Aires,Magadan,59.5667,150.8
Cairo,Iceland,64.9631,-19.0208
California,Maryland,39.045755,-76.641271
Camp George West Military Reservation,Luxembourg,49.8153,6.1296
Canada,Canada,49.2827,-123.1207
Capitol Ave.,Ulan-Ude,51.8272,107.6064
Charlottesville,Yekaterinburg,56.8356,60.6128
Chicago,Elista,48.3167,44.2667
City Park,Antigua and Barbuda,17.060816,-61.796428
Coal Mine Road,Burkina Faso,12.238333,-1.561593
Colfax Avenue,Gibraltar,36.137741,-5.345374
Colorado,India,21,78
Columbus,Texas,31.968599,-99.901813
Cuba,Saudi Arabia,23.885942,45.079162
Culver City,Monaco,43.7333,7.4167
Denver,Albania,41.153332,20.168331
Detroit,Guyana,4.860416,-58.93018
Dulles Airport,Magas,43.1667,44.8167
Egypt,Ecuador,-1.8312,-78.1834
El Paso,Samoa,-13.759029,-172.104629
El Segundo,Finland,64,26
Europe,Congo,-4.038333,21.758664
Floyd Ave.,New Mexico,34.97273,-105.032363
France,Peru,-9.19,-75.0152
Georgia,Jordan,30.585164,43.238414
Germany,Sinoe County,5.49871,-8.6600586
Green Bay,Brazil,-14.235004,-51.92528
Greenlawn Ave.,Cape Verde,16.002082,-24.013197
Guantanamo,Cheboksary,56.1333,47.25
Haarlem,Lithuania,49.169438,23.881275
Hamburg,Philippines,13,122
Hezboliah,Dominican Republic,18.7357,-70.1627
Houston,New York,43.299428,-78.217933
Howell St.,Latvia,56.8796,24.6032
Hubbard St.,Falkirk,56.0018775,-3.7839131
Hudspeth County,Yoshkar-Ola,59.6328,47.8958
Illinois,Maldives,3.202778,73.22068
Imperial Highway,Nepal,28.394857,84.124008
Kandahar,Norfolk Island,-29.040835,167.954712
Kentucky,Delta,33.7453784,-90.7354508
Keswick,California,36.778261,-119.417932
Laurel Avenue,Texas,31.968599,-99.901813
LAX,South Korea,35.907757,127.766922
Lee Highway,Grenada,12.262776,-61.604171
Little York Rd.,North Macedonia,41.6086,21.7453
London,Nepal,28.394857,84.124008
Los Angeles,Tunisia,33.886917,9.537499
Lublin,Bryansk,53.25,34.3667
Manhattan,Bahrain,26.0275,50.55
Marshall Avenue,GuairÃ¡ Department,-25.8810932,-56.2929381
McNary,Loei,17.4860232,101.7223002
McRae Blvd,Huehuetenango Department,15.5879914,-91.6760691
Merrifield,Ash Sharqiyah Region,22.7141196,58.5308064
Miami,Nana-MambÃ©rÃ© Prefecture,5.6932135,15.2194808
Michigan,Thessaloniki Regional Unit,40.6400629,22.9444191
Minneapolis,Sinoe County,5.49871,-8.6600586
Minnesota,Serres Prefecture,41.0863854,23.5483819
Myrtle Ave,Zangilan District,39.0856899,46.6524728
New Jersey,Dakhlet Nouadhibou,20.5985588,-16.2522143
New Orleans,Magadan Oblast,62.6643417,153.914991
New York,Ohangwena Region,-17.5979291,16.8178377
New York City,Ngatpang,7.4710994,134.5266466
North Bergen,Tombali Region,11.3632696,-14.9856176
O'Hare,Province of Reggio Emilia,44.585658,10.5564736
Paddington,Santiago de Cuba Province,20.2397682,-75.9927652
Paris,West Greece Region,38.5115496,21.5706786
Poland,Mamou Prefecture,10.5736024,-11.8891721
Queens,CÄƒlÄƒraÈ™i County,44.3658715,26.7548607
Rhinelander Platz.,Dhamar Governorate,14.7195344,44.2479015
Richmond,Falkirk,56.0018775,-3.7839131
Rio Grande,Province of Oristano,40.0599068,8.7481167
Rue St. Sebastien,Syunik Province,39.5133112,46.3393234
San Gabriel,Chuuk State,7.1386759,151.5593065
Seattle,KÃ©rouanÃ© Prefecture,9.2536643,-9.0128926
Sheldon St.,DKI Jakarta,-6.2087634,106.845599
Springfield,Erongo Region,-22.2565682,15.4068079
Springfield Mall,Northwestern Province,-13.0050258,24.9042208
Springfield VA,Florida,27.664827,-81.515754
St. Mary 's Terrace,Saga Prefecture,33.3078371,130.2271243
St. Mary's Road,BraÈ™ov County,45.7781844,25.22258
Sudan,Äáº¯k NÃ´ng,12.2646476,107.609806
Texas,Santa Rosa Department,38.4405759,-122.7037543
The Netherlands,SzÃ©kesfehÃ©rvÃ¡r,47.1860262,18.4221358
Trenton,Ariana Governorate,36.9922751,10.1255164
Trenton Avenue,United States,37.09024,-95.712891
United Arab Emirates,Tomsk Oblast,58.8969882,82.67655
University Drive,Anambra,6.2208997,6.9369559
US,Tartar District,40.3443875,46.9376519
Van Dyke Avenue,Tokushima Prefecture,33.9419655,134.3236557
Virginia,Kayes Region,14.0818308,-9.9018131
Wash. DC,PÄ¼aviÅ†as Municipality,56.6177313,25.7194043
Washington,VÄ©nh PhÃºc,21.3608805,105.5474373
Washington DC,Ruvuma,-10.6878717,36.2630846
Webster Ave.,Canton of Diekirch,49.8671784,6.1595633
Wisconsin,Flacq District,-20.2257836,57.7119274
2932 University Drive,Christ Church Nichola Town Parish,17.3604812,-62.7617837
Afghanistan,Famagusta District (MaÄŸusa),35.2857023,33.8411288
Alder St,Briceni District,48.3632022,27.0750398
Amsterdam,Minas Gerais,-18.512178,-44.5550308
Atlanta,Tripura,23.9408482,91.9881527
Boston,Saint Thomas Middle Island Parish,17.3348813,-62.8088251
Bowling Green,Tachov,49.7987803,12.6361921
Bremerhaven,Louny,50.3539812,13.8033551
Bronx,Angus,37.2757886,-95.6501033
Buenos Aires,Muchinga Province,-15.382193,28.26158
Cairo,Soriano Department,-33.5102792,-57.7498103
California,London Borough of Croydon,51.3827446,-0.0985163
Camp George West Military Reservation,Wyoming,43.075968,-107.290284
Canada,Horjul Municipality,46.0225378,14.2986269
Capitol Ave.,Quezon,14.0313906,122.1130909
Charlottesville,Bouenza Department,-4.1128079,13.7289167
Chicago,Danilovgrad Municipality,42.58357,19.140438
City Park,SucumbÃ­os,0.0889231,-76.8897557
Coal Mine Road,Bursa,40.0655459,29.2320784
Colfax Avenue,KasaÃ¯ Central,-8.4404591,20.4165934
Colorado,Inner Mongolia,43.37822,115.0594815
Columbus,Copperbelt Province,-13.0570073,27.5495846
Cuba,Mato Grosso do Sul,-20.7722295,-54.7851531
Culver City,Manchester,53.4807593,-2.2426305
Denver,Benishangul-Gumuz Region,10.7802889,35.5657862
Detroit,Denizli,37.6128395,29.2320784
Dulles Airport,Carchi,0.5026912,-77.9042521
Egypt,London Borough of Islington,51.5465063,-0.1058058
El Paso,Montana,46.8796822,-110.3625658
El Segundo,KiÄevo Municipality,41.5129112,20.9525065
Europe,Kosi Zone,27.0536524,87.3016132
Floyd Ave.,TÃ¶v Province,47.2124056,106.41541
France,New Hampshire,43.1938516,-71.5723953
Georgia,Háº­u Giang,9.757898,105.6412527
Germany,Delta,33.7453784,-90.7354508
Green Bay,Gulbene Municipality,57.2155645,26.6452955
Greenlawn Ave.,Diekirch District,49.867172,6.1596362
Guantanamo,Kurdistan Province,35.9553579,47.1362125
Haarlem,Coquimbo,-30.540181,-70.8119953
Hamburg,Stara Zagora Province,42.4257709,25.6344855
Hezboliah,Masbate,12.3574346,123.5504076
Houston,North Central Province,8.1995638,80.6326916
Howell St.,Ntchisi District,-13.2841992,33.8857747
Lublin,Thimphu District,27.4712216,89.6339041
Manhattan,Saint Joseph,39.7674578,-94.846681
Hezboliah,Moyen-Cavally,6.5208793,-7.6114217
