location,label,lat,lng
2932 University Drive,Sharan,54.8167,54
Afghanistan,Vayots Dzor Region,39.7641996,45.3337528
Alder St,Brighton and Hove,50.8226288,-0.137047
Amsterdam,Siliana Governorate,36.0887208,9.3645335
Atlanta,Absheron District,40.3629693,49.2736815
Boston,Mtarfa,35.8895125,14.3951953
Bowling Green,Florida Department,28.0359495,-82.4579289
Bremerhaven,Kukmor,56.1825,50.9064
Bronx,Luxembourg,49.815273,6.129583
Buenos Aires,Afanasyevka,50.7859,38.5998
Cairo,SÃ¡nchez RamÃ­rez Province,19.052706,-70.1492264
California,Jezersko Municipality,46.3942794,14.4985559
Camp George West Military Reservation,Gukovo,48.05,39.9333
Canada,Liberia,6.428055,-9.429499
Capitol Ave.,Velikiy Novgorod,58.521,31.2758
Charlottesville,Rozhdestveno,50.2285,38.1809
Chicago,As-Suwayda Governorate,32.7989156,36.7819505
City Park,Magadan Oblast,62.6643417,153.914991
Coal Mine Road,Khelvachauri Municipality,41.5801926,41.6610742
Colfax Avenue,Hamilton Parish,32.3449432,-64.72365
Colorado,Centre-Sud Region,11.5228911,-1.0586135
Columbus,Gbarpolu County,7.4952637,-10.0807298
Cuba,Tetyushi,54.9333,48.8333
Culver City,Louisiana,31.244823,-92.145024
Denver,Netherlands Antilles,12.226079,-69.060087
Detroit,Palauli,-13.7294579,-172.4536115
Dulles Airport,Zimbabwe,-19.015438,29.154857
Egypt,Balearic Islands,39.3587759,2.7356328
El Paso,Yelnya,54.5667,33.1667
El Segundo,Charente-Maritime,45.7296828,-1.3388116
Europe,Chulym,55.1,80.9667
Floyd Ave.,Veles Municipality,41.7274426,21.7137694
France,Comayagua Department,14.5534828,-87.6186379
Georgia,Chebarkul,54.9778,60.37
Germany,Santiago de Cuba Province,20.2397682,-75.9927652
Green Bay,Nukufetau,-8,178.5
Greenlawn Ave.,Diffa Region,13.6768647,12.7135121
Guantanamo,Georgiyevsk,44.15,43.4667
Haarlem,Santiago Province,-33.45,-70.6667
Hamburg,Ignalina District Municipality,55.4090342,26.3284893
Hezboliah,Kaffrine,14.105202,-15.5415755
Houston,Verkhniy Uslon,55.7667,48.9833
Howell St.,AtlÃ¡ntida Department,15.6696283,-87.1422895
Hubbard St.,Sa Kaeo,13.824038,102.0645839
Hudspeth County,Tarasovo,56.2534,54.1116
Illinois,Slovenske Konjice Municipality,46.3369191,15.4214708
Imperial Highway,London Borough of Barnet,51.6049673,-0.2076295
Kandahar,Nsanje District,-16.7288202,35.1708741
Kentucky,Nyagan,62.1333,65.3833
Keswick,Santander,6.6437076,-73.6536209
Laurel Avenue,Andorra la Vella,42.5063174,1.5218355
LAX,Yuzhno-Sukhokumsk,44.6667,45.65
Lee Highway,Lambayeque,-6.7197666,-79.9080757
Little York Rd.,Brezovica Municipality,45.9559351,14.4349952
